Identifier,Descriptor
/m/0cfgd,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/0cg2cj,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0cgqx,"['wordnet_post_108624385', 'wordnet_location_100027167', 'wordnet_physical_entity_100001930', 'wordnet_point_108620061', 'wordnet_object_100002684', 'wordnet_position_108621598']"
/m/0cgs4,"['wordnet_country_108544813', 'wordnet_region_108630985', 'wordnet_physical_entity_100001930', 'wordnet_protectorate_108627316', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0cgwt8,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/0ch280,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_law_school_108283051', 'wordnet_graduate_school_108282696', 'wordnet_organization_108008335']"
/m/0ch6mp2,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/0chghy,"['wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/0chgr2,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_tract_108673395', 'wordnet_subdivision_108674251', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0chnf,"['wordnet_coding_system_106353757', 'wordnet_written_communication_106349220', 'wordnet_operating_system_106568134', 'wordnet_writing_106359877', 'wordnet_code_106355894', 'wordnet_communication_100033020', 'wordnet_software_106566077', 'wordnet_abstraction_100002137']"
/m/0cj_v7,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0cjdk,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/0cjk9,"['wordnet_abstraction_100002137', 'wordnet_language_106282651', 'wordnet_communication_100033020']"
/m/0cjyzs,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/0ck1d,"['wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0ck27z,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0ckd1,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/0ckf6,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214']"
/m/0clzr,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0cm2xh,"['wordnet_war_100973077', 'wordnet_military_action_100952963', 'wordnet_abstraction_100002137', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_group_action_101080366', 'wordnet_conflict_100958896', 'wordnet_event_100029378', 'wordnet_world_war_100996817']"
/m/0cmb3,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0cmc2,"['wordnet_war_100973077', 'wordnet_military_action_100952963', 'wordnet_abstraction_100002137', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_group_action_101080366', 'wordnet_event_100029378', 'wordnet_conflict_100958896']"
/m/0cn_tpv,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0cq4k_,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0cqh6z,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0cqhb3,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0cqhk0,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0cqhmg,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0ctt4z,"['wordnet_physical_entity_100001930', 'wordnet_point_108620061', 'wordnet_position_108621598', 'wordnet_location_100027167', 'wordnet_object_100002684']"
/m/0cttx,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0ctw_b,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_archipelago_109203827', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/0ctwqs,"['wordnet_social_group_107950920', 'wordnet_unit_108189659', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214']"
/m/0cv0r,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0cv1h,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0cv2m,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0cv5l,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0cv9b,"['wordnet_electronics_company_108003035', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576']"
/m/0cv9t5,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0cwx_,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0cx2r,"['wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0cxbth,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0cxgc,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_subdivision_108674251', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0cymp,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0czp_,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0czr9_,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_congressional_district_108542884', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_object_100002684']"
/m/0d04z6,"['wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/0d05q4,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d05w3,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d060g,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d075m,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/0d07s,"['wordnet_whole_100003553', 'wordnet_structure_104341686', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_building_102913152', 'wordnet_artifact_100021939']"
/m/0d085,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0d0bsj,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0d0kn,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d0vqn,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d0x8,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0d193h,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/0d1xh,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0d1xx,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0d1y7,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0d22f,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0d2psv,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0d3fdn,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/0d6br,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_subdivision_108674251', 'wordnet_county_108546183']"
/m/0d6qjf,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_intelligence_108339454', 'wordnet_group_100031264', 'wordnet_agency_108337324', 'wordnet_administrative_unit_108077292', 'wordnet_organization_108008335', 'wordnet_unit_108189659']"
/m/0d7wh,"['wordnet_ethnic_group_107967382', 'wordnet_group_100031264', 'wordnet_abstraction_100002137', 'wordnet_people_107942152']"
/m/0d8_wz,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0d8h4,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0d8rs,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0d9fz,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/0d9qmn,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_club_108227214']"
/m/0d_kd,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0d_q40,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dbdy,"['wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_county_108546183']"
/m/0dbxy,"['wordnet_social_group_107950920', 'wordnet_people_107942152', 'wordnet_ethnic_group_107967382', 'wordnet_abstraction_100002137', 'wordnet_tribe_108372411', 'wordnet_group_100031264']"
/m/0dd2f,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0dfcn,"['wordnet_physical_entity_100001930', 'wordnet_island_109316454', 'wordnet_land_109334396', 'wordnet_object_100002684']"
/m/0dg3n1,"['wordnet_physical_entity_100001930', 'wordnet_continent_109254614', 'wordnet_object_100002684', 'wordnet_landmass_109335916', 'wordnet_land_109334396']"
/m/0dgr5xp,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0dgshf6,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0dkb83,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dlhg,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0dlj8q2,"['wordnet_work_104599396', 'wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_book_106410904', 'wordnet_product_104007894', 'wordnet_creation_103129123', 'wordnet_artifact_100021939', 'wordnet_publication_106589574', 'wordnet_object_100002684']"
/m/0dlw0,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0dm0f,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_county_108546183']"
/m/0dm5l,"['wordnet_integer_113728499', 'wordnet_number_113582013', 'wordnet_definite_quantity_113576101', 'wordnet_measure_100033615', 'wordnet_two_113743269', 'wordnet_couple_113743605', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_digit_113741022']"
/m/0dmy0,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0dn16,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/0dplh,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0dq6p,"['wordnet_whole_100003553', 'wordnet_storage_medium_106263762', 'wordnet_physical_entity_100001930', 'wordnet_merchandise_103748886', 'wordnet_instrumentality_103575240', 'wordnet_commodity_103076708', 'wordnet_medium_106254669', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/0dqyc,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0dr7s,"['wordnet_conflict_100958896', 'wordnet_war_100973077', 'wordnet_military_action_100952963', 'wordnet_abstraction_100002137', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_group_action_101080366', 'wordnet_event_100029378']"
/m/0drtkx,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0drtv8,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_psychological_feature_100023100', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_event_100029378']"
/m/0dryh9k,"['wordnet_ethnic_group_107967382', 'wordnet_group_100031264', 'wordnet_abstraction_100002137']"
/m/0dt5k,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_area_108497294', 'wordnet_county_108546183']"
/m/0dt_q_,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dv0z,"['wordnet_district_108552138', 'wordnet_physical_entity_100001930', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0dvqq,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/0dwcl,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/0dwfw,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0dwly,"['wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_writing_style_107092158']"
/m/0dwxr,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_abstraction_100002137', 'wordnet_diversion_100426928', 'wordnet_sport_100523513', 'wordnet_event_100029378']"
/m/0dwz3t,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214']"
/m/0dx84s,"['wordnet_time_period_115113229', 'wordnet_psychological_feature_100023100', 'wordnet_baseball_season_115240389', 'wordnet_season_115239579', 'wordnet_measure_100033615', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869', 'wordnet_event_100029378']"
/m/0dxyzb,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dy04,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0dy68h,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dy6c9,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0dyg2,"['wordnet_physical_entity_100001930', 'wordnet_island_109316454', 'wordnet_land_109334396', 'wordnet_object_100002684']"
/m/0dyjz,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0dz3r,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/0dzfdw,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0dzst,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0dzz_,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0f03_,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/0f102,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0f11p,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0f1_p,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0f1k__,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f1kwr,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f1nl,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_institute_108407330']"
/m/0f2pf9,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_area_108497294']"
/m/0f38nv,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0f4r5,"['wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_agency_108337324', 'wordnet_abstraction_100002137', 'wordnet_administrative_unit_108077292', 'wordnet_organization_108008335', 'wordnet_unit_108189659']"
/m/0f4x7,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0f5hyg,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f5kw7,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f6_4,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
